"income","workclass","education","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","Some-college",0,0,20
">50K","Private","Bachelors",0,0,55
"<=50K","Private","HS-grad",2885,0,50
">50K","Private","Bachelors",10520,0,40
"<=50K","Private","Some-college",0,1721,40
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",4101,0,40
">50K","Self-emp-inc","Prof-school",0,0,32
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,60
">50K","Private","Bachelors",15024,0,70
">50K","Local-gov","Assoc-voc",7688,0,40
"<=50K","Private","Bachelors",0,1340,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Federal-gov","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,37
"<=50K","Private","Assoc-voc",0,0,43
"<=50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,45
"<=50K","Private","HS-grad",0,0,25
"<=50K","State-gov","HS-grad",0,0,40
"<=50K","Private","10th",0,0,48
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","Bachelors",0,0,30
"<=50K",,"10th",0,0,25
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","HS-grad",0,0,35
"<=50K","Private","Some-college",0,0,55
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K",,"12th",0,0,40
">50K","Private","HS-grad",5178,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K",,"HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","5th-6th",0,0,60
"<=50K","State-gov","12th",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,57
"<=50K","Private","Bachelors",0,0,44
"<=50K","Private","HS-grad",0,0,20
"<=50K","Self-emp-not-inc","Bachelors",0,0,15
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Assoc-voc",0,0,15
">50K","Self-emp-not-inc","HS-grad",0,0,60
">50K","Self-emp-inc","Some-college",0,0,50
"<=50K","State-gov","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,30
"<=50K","Private","HS-grad",0,0,30
"<=50K","Self-emp-not-inc","HS-grad",3411,0,25
">50K","Private","Some-college",0,1887,60
">50K","Private","Bachelors",0,0,45
"<=50K","Private","Masters",0,0,30
"<=50K","Private","HS-grad",0,0,42
"<=50K","Local-gov","Assoc-acdm",0,0,10
">50K","Self-emp-not-inc","HS-grad",0,1902,60
">50K","Private","Some-college",0,0,50
"<=50K","Private","5th-6th",0,0,30
">50K","State-gov","Assoc-voc",0,0,38
">50K","Private","Doctorate",0,0,60
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","Some-college",0,0,37
"<=50K","Private","HS-grad",0,0,35
">50K","Private","Some-college",10520,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,32
"<=50K","Federal-gov","Masters",5013,0,12
">50K","Private","10th",99999,0,40
"<=50K","Self-emp-not-inc","10th",0,1721,15
"<=50K","Private","Some-college",0,0,33
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,42
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,45
"<=50K","Private","Some-college",0,0,48
">50K","Local-gov","Some-college",7298,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,32
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","5th-6th",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,44
"<=50K","Private","Some-college",0,0,46
"<=50K",,"11th",0,0,10
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","Masters",0,0,40
"<=50K","Private","12th",0,0,35
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","Some-college",3137,0,50
">50K","Local-gov","Bachelors",0,0,46
"<=50K","Private","HS-grad",0,0,40
">50K","State-gov","Some-college",0,0,40
">50K","Private","HS-grad",0,0,84
"<=50K","Private","HS-grad",0,0,25
"<=50K","Private","Some-college",0,0,35
">50K","Self-emp-inc","Some-college",0,0,65
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,1485,40
"<=50K","Self-emp-not-inc","Some-college",0,0,20
"<=50K","Private","Masters",0,0,30
"<=50K","Private","7th-8th",0,0,30
"<=50K","Private","Assoc-acdm",0,0,80
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K","Private","9th",0,0,50
"<=50K","Private","Masters",0,0,20
">50K","Federal-gov","Bachelors",5178,0,40
"<=50K","Private","10th",0,0,50
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Doctorate",0,3004,35
"<=50K","Self-emp-not-inc","Assoc-acdm",0,0,40
"<=50K","Self-emp-inc","HS-grad",0,0,60
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,30
">50K","Private","Bachelors",0,0,50
">50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,15
"<=50K","Private","Some-college",0,0,30
">50K","Local-gov","HS-grad",0,0,47
"<=50K","Self-emp-not-inc","Masters",0,0,30
"<=50K","Private","HS-grad",4064,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","Some-college",0,0,35
"<=50K","Self-emp-not-inc","HS-grad",0,0,85
">50K","Private","Doctorate",0,0,60
"<=50K","State-gov","Assoc-acdm",0,0,30
"<=50K",,"1st-4th",3942,0,20
"<=50K","Private","HS-grad",0,1902,45
">50K","Local-gov","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,60
">50K","Private","Bachelors",0,0,50
"<=50K","Private","11th",2961,0,35
"<=50K","Private","Masters",0,0,40
"<=50K","Private","Assoc-acdm",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,13
"<=50K","Private","Some-college",0,0,40
">50K","Private","Assoc-voc",0,0,40
">50K","Self-emp-not-inc","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","State-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",2597,0,50
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","State-gov","Some-college",0,0,38
">50K","Private","Bachelors",0,0,40
"<=50K","Private","11th",0,0,20
"<=50K","Private","9th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,1602,38
">50K","Private","Assoc-voc",0,0,40
"<=50K","Local-gov","Assoc-acdm",0,0,40
"<=50K","Private","5th-6th",0,0,35
"<=50K","State-gov","Some-college",0,0,55
"<=50K","Private","HS-grad",0,0,65
">50K","Local-gov","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,38
"<=50K","Local-gov","HS-grad",0,0,52
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Local-gov","Masters",0,0,40
"<=50K","Private","Assoc-voc",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","7th-8th",0,0,10
"<=50K","Federal-gov","HS-grad",0,1974,40
"<=50K","Private","Some-college",0,0,10
"<=50K","Private","HS-grad",0,0,50
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K","Private","Bachelors",0,0,55
">50K","Self-emp-inc","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,40
">50K","Private","Bachelors",0,0,40
">50K","Self-emp-not-inc","Some-college",0,0,99
"<=50K","Private","11th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,0,25
"<=50K","Private","Assoc-voc",0,0,35
"<=50K",,"Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Federal-gov","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,50
">50K","Private","HS-grad",0,0,50
">50K","Local-gov","Bachelors",0,0,35
"<=50K","Private","HS-grad",594,0,15
"<=50K",,"Some-college",0,0,32
"<=50K",,"Some-college",0,0,10
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Bachelors",7688,0,50
"<=50K","Private","10th",0,0,32
">50K",,"Bachelors",5556,0,48
"<=50K","Private","HS-grad",0,0,30
">50K","Private","HS-grad",4386,0,30
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","Prof-school",0,1902,40
"<=50K","Private","11th",0,0,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","10th",0,0,40
"<=50K","State-gov","Masters",0,0,37
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-inc","HS-grad",0,0,60
">50K","Private","Bachelors",7298,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K",,"Assoc-acdm",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",0,0,60
"<=50K","Private","HS-grad",0,2051,55
"<=50K","Private","Assoc-acdm",0,0,30
">50K","Private","HS-grad",0,0,40
"<=50K","State-gov","Assoc-voc",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","State-gov","HS-grad",0,0,42
">50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,40
">50K","Private","Masters",0,0,65
"<=50K","Private","Bachelors",0,0,42
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","Masters",4934,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K",,"Some-college",0,0,40
">50K","Private","Bachelors",15024,0,60
"<=50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Local-gov","HS-grad",0,0,60
"<=50K","Private","9th",0,0,40
">50K","Private","Bachelors",0,0,55
"<=50K","Private","Bachelors",0,0,40
">50K","Self-emp-inc","Bachelors",7688,0,70
"<=50K","Private","7th-8th",0,0,35
"<=50K","Private","HS-grad",0,0,45
">50K","Local-gov","Doctorate",0,0,36
"<=50K",,"HS-grad",0,0,28
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",1151,0,50
"<=50K","Private","Assoc-voc",0,0,44
"<=50K",,"Some-college",0,0,16
"<=50K","Private","12th",0,0,18
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Assoc-acdm",15024,0,45
"<=50K","Private","HS-grad",0,0,52
">50K","Private","Prof-school",0,1977,50
">50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","11th",0,0,30
"<=50K","Private","HS-grad",0,1617,40
"<=50K",,"10th",0,0,40
">50K","Private","Some-college",0,0,45
"<=50K","Local-gov","Bachelors",0,0,68
">50K","Private","Masters",0,1848,45
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,28
"<=50K","Private","HS-grad",0,1740,35
">50K","Private","HS-grad",0,0,30
"<=50K","Private","9th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,35
">50K","Local-gov","Masters",0,0,40
">50K","Private","11th",0,0,48
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K",,"HS-grad",0,0,15
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K",,"HS-grad",0,0,12
"<=50K","Local-gov","Bachelors",0,0,40
"<=50K",,"Some-college",0,0,20
"<=50K","Private","HS-grad",0,0,70
"<=50K","Private","Bachelors",0,0,65
"<=50K","Private","Some-college",2176,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,35
">50K","Self-emp-not-inc","Some-college",0,0,30
"<=50K",,"HS-grad",0,0,35
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,3
"<=50K","Private","Bachelors",6723,0,40
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","HS-grad",7688,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,1887,40
">50K","Private","Masters",7688,0,65
"<=50K","Self-emp-not-inc","9th",0,0,40
"<=50K","State-gov","Bachelors",0,0,20
"<=50K","Private","Bachelors",0,0,50
">50K","State-gov","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,24
"<=50K","Private","Some-college",0,0,20
"<=50K",,"HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",15024,0,28
">50K","Self-emp-not-inc","Assoc-acdm",0,1887,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,44
">50K","Private","Some-college",0,0,40
"<=50K","Private","Prof-school",0,0,99
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","12th",0,0,40
"<=50K","Private","Some-college",0,1974,40
"<=50K","Private","HS-grad",0,2051,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","11th",0,0,30
"<=50K","Private","Some-college",0,0,25
">50K","Self-emp-not-inc","HS-grad",0,0,99
"<=50K","Self-emp-inc","Some-college",0,0,25
">50K","Private","Masters",0,1902,50
">50K","Local-gov","Some-college",0,1887,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,35
"<=50K","Private","Some-college",5060,0,30
">50K","Federal-gov","Bachelors",0,0,40
"<=50K","Self-emp-inc","Assoc-voc",0,0,55
"<=50K","State-gov","10th",0,0,40
"<=50K",,"11th",0,0,20
"<=50K","Private","Some-college",0,0,8
">50K","Private","Some-college",0,0,52
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K",,"Some-college",0,4356,40
"<=50K","Federal-gov","10th",0,0,40
">50K","Private","HS-grad",0,0,45
"<=50K",,"HS-grad",0,0,5
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Assoc-acdm",0,0,38
">50K","Self-emp-inc","Prof-school",0,0,55
">50K","Self-emp-not-inc","Prof-school",20051,0,25
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","10th",0,0,40
">50K","Private","Assoc-acdm",0,0,60
"<=50K","Private","Some-college",0,0,10
"<=50K","Local-gov","HS-grad",0,0,35
"<=50K","Private","HS-grad",0,0,45
"<=50K","Local-gov","Bachelors",0,0,45
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","Some-college",0,0,37
">50K","Private","Assoc-acdm",0,2444,70
"<=50K","Local-gov","HS-grad",0,0,40
">50K","State-gov","HS-grad",0,0,40
">50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","1st-4th",0,0,50
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Self-emp-not-inc","HS-grad",0,0,90
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Local-gov","Assoc-acdm",0,0,40
"<=50K","Private","Bachelors",0,0,45
">50K","Self-emp-not-inc","Bachelors",27828,0,50
"<=50K","Private","11th",0,0,40
"<=50K","State-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,24
">50K","State-gov","Assoc-acdm",0,0,40
"<=50K","Private","7th-8th",0,0,40
"<=50K",,"HS-grad",0,0,20
"<=50K","Private","Bachelors",0,1741,40
">50K","Self-emp-not-inc","Bachelors",0,0,55
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Local-gov","Masters",0,0,25
"<=50K","State-gov","Some-college",0,0,25
"<=50K",,"11th",0,0,53
">50K","State-gov","Prof-school",15024,0,50
"<=50K","Local-gov","Masters",914,0,40
">50K","Private","Assoc-acdm",0,0,37
"<=50K","Private","10th",0,0,30
">50K","Private","Assoc-voc",4386,0,38
"<=50K","Private","Prof-school",0,1590,80
"<=50K","Private","Masters",0,0,35
"<=50K","Local-gov","Masters",0,0,45
">50K","Private","Bachelors",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","1st-4th",0,0,40
"<=50K","State-gov","HS-grad",0,0,20
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,48
"<=50K","Private","9th",0,0,50
"<=50K","Private","11th",594,0,40
"<=50K","State-gov","Bachelors",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,48
">50K","Private","Bachelors",0,0,40
"<=50K","Private","12th",0,0,48
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","1st-4th",0,0,40
"<=50K","Private","1st-4th",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,1594,40
"<=50K","Private","HS-grad",2829,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Masters",2228,0,50
"<=50K","Private","HS-grad",0,0,45
">50K","State-gov","Bachelors",0,0,38
"<=50K","Self-emp-not-inc","Assoc-voc",3137,0,60
"<=50K","Private","Some-college",0,0,24
"<=50K","Private","10th",0,0,37
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Masters",0,0,30
">50K","Self-emp-not-inc","Bachelors",0,0,20
"<=50K","Private","Masters",0,0,20
"<=50K","Private","Assoc-acdm",6497,0,40
">50K","Private","HS-grad",0,0,48
"<=50K","Self-emp-not-inc","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,0,35
"<=50K","Private","HS-grad",0,0,30
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,48
">50K","Federal-gov","Prof-school",0,0,50
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,0,72
"<=50K","Private","12th",0,0,35
">50K","Private","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","12th",0,0,40
"<=50K","Private","Some-college",0,0,9
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,20
"<=50K",,"12th",0,0,12
"<=50K","Local-gov","9th",0,0,45
"<=50K","Federal-gov","Bachelors",0,0,35
"<=50K","Private","Bachelors",0,0,45
">50K","Private","Some-college",8614,0,50
"<=50K","Private","9th",0,0,15
"<=50K","State-gov","Bachelors",0,0,37
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Self-emp-not-inc","9th",0,0,40
"<=50K","Private","Some-college",4416,0,25
"<=50K","Private","Assoc-acdm",0,0,7
"<=50K","Private","Some-college",0,0,38
">50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",3887,0,40
"<=50K","Private","Bachelors",3464,0,40
">50K","Private","Masters",99999,0,70
"<=50K","Private","11th",0,0,30
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","Some-college",0,0,37
"<=50K","Private","HS-grad",0,0,40
">50K","State-gov","Doctorate",0,1902,40
"<=50K","Self-emp-not-inc","HS-grad",3456,0,40
"<=50K","Private","Assoc-voc",0,0,50
">50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,65
"<=50K","Private","7th-8th",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,18
"<=50K","Private","11th",0,0,17
">50K","Private","HS-grad",0,0,52
"<=50K","Private","Assoc-voc",0,0,30
"<=50K",,"HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
">50K","Local-gov","Bachelors",0,0,45
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,20
"<=50K","Private","HS-grad",0,0,40
">50K","Private","11th",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,50
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,60
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,52
">50K","Private","Masters",0,0,65
"<=50K","Private","HS-grad",0,0,50
"<=50K",,"HS-grad",0,0,13
">50K","Private","Assoc-voc",4386,0,60
"<=50K","Private","HS-grad",0,0,40
">50K","State-gov","HS-grad",0,0,38
">50K","Private","Bachelors",15024,0,45
"<=50K","Private","Some-college",0,0,16
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",9386,0,50
"<=50K","Private","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,43
">50K","Private","Bachelors",3103,0,40
"<=50K","Private","11th",0,0,20
"<=50K","Private","HS-grad",0,0,52
">50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",0,1848,60
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,70
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","Some-college",0,0,55
">50K","Private","Assoc-voc",0,0,40
">50K","Local-gov","HS-grad",0,0,53
">50K","Local-gov","Some-college",0,0,45
"<=50K","Private","Some-college",0,0,27
">50K","Private","Bachelors",0,0,58
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Doctorate",0,1977,45
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K",,"Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",15024,0,60
">50K","Local-gov","Assoc-acdm",0,0,40
">50K","Private","Bachelors",0,0,40
">50K","Private","Assoc-voc",0,0,50
"<=50K","Private","11th",0,0,40
"<=50K","Self-emp-not-inc","Bachelors",6849,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,37
"<=50K","Private","HS-grad",0,1092,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","5th-6th",0,0,40
"<=50K","Self-emp-inc","Masters",0,0,99
"<=50K","Private","Some-college",0,0,38
"<=50K","Local-gov","Bachelors",0,0,60
"<=50K","Self-emp-not-inc","Assoc-acdm",0,0,60
"<=50K","State-gov","Bachelors",0,0,35
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
">50K","Private","Masters",0,0,50
">50K","Private","Some-college",0,0,50
"<=50K","Private","11th",0,0,8
"<=50K","Private","Some-college",0,0,35
">50K","Private","HS-grad",0,1887,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Assoc-voc",0,1887,60
"<=50K","Local-gov","HS-grad",0,0,32
">50K","State-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",2907,0,30
">50K","Private","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",0,0,62
"<=50K","Private","7th-8th",2407,0,50
">50K","Private","Bachelors",0,0,45
">50K","Self-emp-not-inc","Masters",0,0,40
"<=50K","Federal-gov","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,50
"<=50K","Private","12th",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,1977,50
"<=50K","Private","Some-college",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",3411,0,40
"<=50K","State-gov","Doctorate",0,0,60
"<=50K","Private","Some-college",5013,0,55
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","10th",0,0,12
"<=50K","Private","11th",0,0,40
"<=50K","Private","Assoc-voc",0,0,60
">50K","Private","Bachelors",0,0,50
"<=50K",,"HS-grad",0,0,8
"<=50K","Private","5th-6th",0,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Self-emp-not-inc","Bachelors",0,0,80
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,35
"<=50K","Private","Some-college",0,0,48
">50K","Private","Bachelors",0,0,45
"<=50K","Private","Some-college",0,0,36
"<=50K","Private","Masters",0,0,25
"<=50K","Private","Masters",0,0,20
">50K","Private","Assoc-voc",0,0,50
"<=50K","Private","HS-grad",0,0,45
">50K","Private","Bachelors",0,1564,60
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","9th",0,0,50
"<=50K","Private","Some-college",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K",,"Some-college",0,0,40
"<=50K",,"HS-grad",2407,0,60
"<=50K","Self-emp-not-inc","Some-college",0,0,25
"<=50K","Private","HS-grad",0,0,40
">50K","Local-gov","Assoc-acdm",0,0,40
"<=50K","Local-gov","Masters",0,0,45
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Assoc-acdm",0,0,40
">50K","Private","Masters",0,0,40
"<=50K","Private","Some-college",0,0,60
"<=50K",,"11th",0,0,15
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Masters",0,0,20
