"age","education","marital-status","occupation","relationship","race","sex","native-country"
52,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
57,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
38,"Bachelors","Never-married","Tech-support","Not-in-family","White","Female","United-States"
43,"Masters","Divorced","Exec-managerial","Not-in-family","White","Female","United-States"
61,"Some-college","Widowed","Adm-clerical","Other-relative","White","Female","United-States"
38,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
51,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
40,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","Mexico"
41,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
19,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
28,"7th-8th","Married-civ-spouse","Farming-fishing","Husband","White","Male","Mexico"
59,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
32,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
31,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
30,"Assoc-acdm","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
54,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
33,"Assoc-voc","Separated","Craft-repair","Not-in-family","White","Male","United-States"
20,"Some-college","Never-married","Adm-clerical","Own-child","White","Female","United-States"
27,"Some-college","Divorced",,"Not-in-family","White","Female","United-States"
32,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
35,"HS-grad","Married-civ-spouse","Transport-moving","Wife","Black","Female","United-States"
27,"11th","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
40,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
34,"Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male","United-States"
34,"Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
38,"Some-college","Never-married","Craft-repair","Own-child","White","Female","United-States"
28,"HS-grad","Married-civ-spouse","Other-service","Husband","Other","Male","United-States"
65,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
61,"Some-college","Never-married","Tech-support","Own-child","White","Male","United-States"
18,"11th","Never-married","Sales","Own-child","White","Female","United-States"
35,"Bachelors","Married-civ-spouse","Sales","Own-child","White","Male","United-States"
45,"Bachelors","Divorced","Exec-managerial","Unmarried","White","Female","United-States"
68,"HS-grad","Widowed",,"Not-in-family","White","Female","United-States"
25,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
48,"Prof-school","Divorced","Sales","Not-in-family","White","Male","United-States"
19,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
43,"Bachelors","Never-married","Exec-managerial","Not-in-family","Black","Female","United-States"
54,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
47,"Bachelors","Divorced","Sales","Not-in-family","White","Male","United-States"
25,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
30,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
67,"Some-college","Married-civ-spouse",,"Husband","White","Male","United-States"
35,"HS-grad","Divorced","Handlers-cleaners","Unmarried","White","Female","United-States"
26,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
61,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
54,"HS-grad","Divorced","Other-service","Unmarried","White","Male","United-States"
50,"12th","Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male","Cambodia"
32,"9th","Separated","Machine-op-inspct","Unmarried","White","Female","Columbia"
34,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female","United-States"
36,"HS-grad","Never-married","Other-service","Not-in-family","White","Male","United-States"
50,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"11th","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
22,"HS-grad","Never-married","Other-service","Own-child","White","Female","United-States"
58,"11th","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
27,"5th-6th","Never-married","Other-service","Not-in-family","White","Male","Mexico"
62,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
36,"Bachelors","Never-married","Tech-support","Not-in-family","White","Male","United-States"
21,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
41,"Masters","Married-civ-spouse","Prof-specialty","Wife","White","Female","England"
28,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
33,"Bachelors","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
54,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
19,"Some-college","Never-married","Sales","Own-child","Amer-Indian-Eskimo","Female","United-States"
76,"7th-8th","Never-married","Farming-fishing","Not-in-family","White","Male","United-States"
25,"Bachelors","Married-civ-spouse",,"Wife","White","Female","United-States"
34,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
40,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
22,"11th","Never-married","Sales","Unmarried","White","Female","United-States"
17,"11th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
55,"Some-college","Divorced","Other-service","Not-in-family","White","Female","United-States"
51,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
26,"5th-6th","Married-civ-spouse","Handlers-cleaners","Husband","Other","Male","Mexico"
44,"Bachelors","Never-married","Other-service","Not-in-family","White","Male","United-States"
65,"10th","Married-civ-spouse",,"Husband","White","Male","United-States"
54,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
34,"Assoc-acdm","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
42,"HS-grad","Divorced","Adm-clerical","Unmarried","White","Male","United-States"
26,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
39,"5th-6th","Married-civ-spouse","Other-service","Husband","Asian-Pac-Islander","Male","Philippines"
46,"11th","Widowed",,"Unmarried","Black","Female","United-States"
34,"Bachelors","Never-married","Other-service","Not-in-family","White","Male","El-Salvador"
59,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
20,"HS-grad","Never-married","Other-service","Own-child","White","Male","United-States"
34,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
62,"HS-grad","Married-civ-spouse",,"Wife","White","Female","Scotland"
51,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
34,"Some-college","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
47,"Bachelors","Separated","Prof-specialty","Unmarried","White","Female","United-States"
21,"Some-college","Never-married",,"Own-child","White","Male","United-States"
30,"Assoc-voc","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
38,"HS-grad","Separated","Sales","Not-in-family","White","Male","United-States"
45,"Bachelors","Married-civ-spouse","Prof-specialty","Wife","Asian-Pac-Islander","Female","Philippines"
23,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
34,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
22,"12th","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
31,"HS-grad","Never-married","Craft-repair","Other-relative","White","Male","United-States"
50,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
19,"1st-4th","Never-married","Handlers-cleaners","Other-relative","White","Male","Mexico"
28,"Bachelors","Married-civ-spouse","Sales","Wife","Black","Female","United-States"
23,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
35,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
28,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male","United-States"
27,"Some-college","Never-married","Adm-clerical","Own-child","White","Male","United-States"
46,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
27,"HS-grad","Divorced","Handlers-cleaners","Not-in-family","White","Male","United-States"
25,"10th","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
34,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
33,"HS-grad","Never-married","Machine-op-inspct","Unmarried","White","Male","United-States"
36,"Some-college","Never-married","Craft-repair","Not-in-family","White","Female","United-States"
30,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
23,"Some-college","Married-civ-spouse","Sales","Wife","White","Female","United-States"
36,"5th-6th","Married-spouse-absent","Craft-repair","Other-relative","White","Male","Mexico"
29,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
50,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
19,"12th","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
20,"Some-college","Never-married",,"Own-child","White","Female","United-States"
52,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
20,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
22,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
34,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
60,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
19,"11th","Never-married","Other-service","Not-in-family","Black","Male","United-States"
59,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
36,"HS-grad","Never-married","Transport-moving","Other-relative","White","Male","United-States"
25,"HS-grad","Never-married","Craft-repair","Own-child","White","Male","Cuba"
49,"7th-8th","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
25,"HS-grad","Never-married","Other-service","Unmarried","White","Female","United-States"
50,"11th","Divorced","Other-service","Unmarried","White","Female","United-States"
44,"Assoc-acdm","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
28,"HS-grad","Separated",,"Unmarried","White","Female","United-States"
33,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
40,"Bachelors","Separated","Craft-repair","Own-child","White","Male","United-States"
56,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
56,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
23,"Bachelors","Never-married","Prof-specialty","Own-child","White","Male","United-States"
38,"HS-grad","Divorced",,"Unmarried","Black","Female","United-States"
21,"Some-college","Never-married","Prof-specialty","Own-child","White","Female","United-States"
67,"7th-8th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
54,"Assoc-voc","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
50,"HS-grad","Never-married","Other-service","Not-in-family","Black","Female","United-States"
59,"7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
51,"11th","Widowed","Handlers-cleaners","Unmarried","Black","Female","United-States"
30,"HS-grad","Separated","Exec-managerial","Unmarried","White","Female","United-States"
42,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
64,"HS-grad","Widowed",,"Not-in-family","White","Female","United-States"
61,"Bachelors","Never-married",,"Not-in-family","White","Female","United-States"
26,"Bachelors","Never-married","Sales","Not-in-family","White","Male","United-States"
47,"Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
78,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
24,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
27,"11th","Separated","Farming-fishing","Other-relative","White","Male","Puerto-Rico"
51,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
46,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
55,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
20,"Some-college","Never-married","Other-service","Own-child","White","Male","United-States"
30,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
36,"Some-college","Never-married",,"Not-in-family","White","Male","United-States"
19,"HS-grad","Never-married","Other-service","Own-child","White","Female","United-States"
30,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
31,"Assoc-acdm","Married-civ-spouse","Craft-repair","Not-in-family","White","Male","United-States"
26,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
59,"Assoc-acdm","Married-civ-spouse",,"Husband","White","Male","United-States"
53,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
24,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
24,"Some-college","Separated","Prof-specialty","Own-child","White","Male","United-States"
36,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female","United-States"
39,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
53,"HS-grad","Divorced","Machine-op-inspct","Unmarried","Black","Male","United-States"
75,"HS-grad","Widowed","Sales","Other-relative","Asian-Pac-Islander","Male","United-States"
36,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
46,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
56,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
29,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","Black","Male","United-States"
60,"9th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
58,"HS-grad","Widowed","Sales","Not-in-family","White","Male","United-States"
67,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
35,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
39,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
37,"Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
54,"Some-college","Married-civ-spouse",,"Husband","White","Male","United-States"
63,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
47,"11th","Divorced","Other-service","Not-in-family","White","Female","United-States"
23,"Bachelors","Never-married","Adm-clerical","Own-child","White","Female","United-States"
55,"HS-grad","Separated","Machine-op-inspct","Not-in-family","White","Male","United-States"
49,"11th","Married-civ-spouse","Sales","Wife","White","Female","United-States"
39,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
23,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
19,"Some-college","Never-married","Other-service","Own-child","White","Female","United-States"
44,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
25,"Assoc-voc","Never-married","Other-service","Unmarried","Amer-Indian-Eskimo","Female","United-States"
35,"Assoc-voc","Divorced","Prof-specialty","Own-child","Black","Male","United-States"
23,"HS-grad","Divorced","Adm-clerical","Own-child","White","Female","Cuba"
48,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
48,"Some-college","Divorced","Handlers-cleaners","Own-child","White","Male","United-States"
44,"HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female","United-States"
55,"Bachelors","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
33,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
18,"12th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
24,"Bachelors","Never-married","Adm-clerical","Own-child","White","Male","United-States"
32,"Assoc-acdm","Married-civ-spouse","Protective-serv","Husband","White","Male","England"
24,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
44,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
27,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
39,"Assoc-acdm","Married-civ-spouse","Tech-support","Husband","White","Male","France"
26,"10th","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
34,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
38,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
41,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
73,"Bachelors","Married-civ-spouse",,"Husband","Asian-Pac-Islander","Male","Vietnam"
32,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
56,"Masters","Married-civ-spouse","Exec-managerial","Husband","Black","Male","United-States"
59,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
35,"Bachelors","Never-married","Sales","Own-child","Asian-Pac-Islander","Male","South"
52,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","Other","Male","Columbia"
30,"Some-college","Never-married","Prof-specialty","Own-child","White","Male","United-States"
23,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
43,"HS-grad","Never-married","Adm-clerical","Unmarried","White","Female","United-States"
61,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
38,"HS-grad","Never-married","Adm-clerical","Unmarried","White","Female","United-States"
68,"10th","Married-civ-spouse","Sales","Husband","White","Male","United-States"
41,"Masters","Never-married","Exec-managerial","Not-in-family","White","Male","United-States"
42,"Some-college","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
48,"9th","Separated",,"Not-in-family","Amer-Indian-Eskimo","Female","United-States"
19,"HS-grad","Divorced","Other-service","Not-in-family","White","Female","United-States"
31,"11th","Married-spouse-absent","Handlers-cleaners","Not-in-family","Asian-Pac-Islander","Male","India"
40,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
32,"Bachelors","Never-married","Tech-support","Not-in-family","Asian-Pac-Islander","Female","Philippines"
51,"HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
44,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
23,"Bachelors","Never-married","Sales","Own-child","White","Female","England"
30,"11th","Married-civ-spouse",,"Husband","White","Male","United-States"
44,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
24,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
34,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
17,"11th","Never-married","Handlers-cleaners","Own-child","White","Male",
61,"Masters","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male","India"
30,"Bachelors","Never-married","Exec-managerial","Own-child","White","Male","United-States"
45,"Bachelors","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
22,"Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female","United-States"
49,"Some-college","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
39,"Assoc-acdm","Widowed","Adm-clerical","Unmarried","White","Female","United-States"
39,"HS-grad","Married-civ-spouse",,"Husband","Black","Male","United-States"
34,"Some-college","Never-married","Adm-clerical","Other-relative","White","Female","United-States"
52,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
24,"Assoc-voc","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
38,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
19,"11th","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
24,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
25,"Assoc-acdm","Never-married","Other-service","Own-child","White","Male","United-States"
71,"7th-8th","Widowed","Transport-moving","Not-in-family","White","Male","United-States"
27,"HS-grad","Married-civ-spouse","Prof-specialty","Wife","Black","Female","United-States"
28,"Assoc-voc","Never-married","Tech-support","Not-in-family","Black","Female","United-States"
54,"Assoc-voc","Married-civ-spouse","Protective-serv","Husband","Black","Male","Jamaica"
18,"11th","Never-married","Sales","Own-child","Black","Female","United-States"
49,"HS-grad","Married-civ-spouse","Other-service","Husband","Black","Male","United-States"
36,"HS-grad","Married-spouse-absent","Other-service","Unmarried","White","Female","United-States"
57,"HS-grad","Widowed","Transport-moving","Unmarried","White","Male","United-States"
56,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","Portugal"
17,"10th","Never-married","Other-service","Own-child","White","Male","United-States"
30,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
41,"10th","Never-married","Sales","Own-child","White","Female","United-States"
26,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
61,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
50,"Some-college","Divorced",,"Unmarried","White","Male","United-States"
24,"HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male","United-States"
44,"11th","Never-married","Other-service","Not-in-family","White","Female","United-States"
38,"Masters","Never-married","Prof-specialty","Other-relative","White","Female","United-States"
61,"7th-8th","Widowed",,"Not-in-family","Black","Female","United-States"
25,"Bachelors","Never-married","Sales","Own-child","White","Male","United-States"
34,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
38,"Some-college","Never-married","Transport-moving","Not-in-family","White","Male","United-States"
42,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
17,"10th","Never-married",,"Own-child","Black","Male","United-States"
48,"7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
38,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
52,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
55,"Assoc-voc","Widowed","Prof-specialty","Unmarried","White","Female","United-States"
41,"HS-grad","Divorced","Farming-fishing","Other-relative","White","Male","United-States"
45,"5th-6th","Never-married","Machine-op-inspct","Own-child","White","Female","United-States"
49,"7th-8th","Never-married","Machine-op-inspct","Not-in-family","Asian-Pac-Islander","Male","Laos"
19,"Some-college","Never-married","Other-service","Not-in-family","White","Male","United-States"
39,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
43,"Some-college","Never-married","Other-service","Not-in-family","White","Male","United-States"
42,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
17,"11th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
30,"Assoc-acdm","Never-married","Prof-specialty","Not-in-family","Black","Female","United-States"
61,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
48,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
60,"HS-grad","Married-civ-spouse",,"Husband","White","Male","United-States"
57,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
27,"5th-6th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","Mexico"
24,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male","United-States"
41,"12th","Divorced","Transport-moving","Not-in-family","White","Male","United-States"
42,"HS-grad","Widowed","Transport-moving","Unmarried","White","Male","United-States"
34,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
22,"9th","Never-married",,"Unmarried","Black","Female","United-States"
47,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female","United-States"
50,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
30,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
31,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
34,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
52,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","Black","Male","United-States"
34,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
31,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
68,"Some-college","Divorced","Sales","Not-in-family","White","Female","United-States"
22,"HS-grad","Never-married","Adm-clerical","Own-child","White","Female","Mexico"
42,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
37,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
36,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
38,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female","United-States"
72,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
40,"5th-6th","Married-civ-spouse","Other-service","Husband","White","Male","Mexico"
19,"Some-college","Never-married","Sales","Own-child","White","Male","United-States"
55,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","Hungary"
30,"Assoc-acdm","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
52,"Bachelors","Separated","Adm-clerical","Unmarried","White","Female","United-States"
29,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
41,"Some-college","Married-civ-spouse","Prof-specialty","Husband","Black","Male","United-States"
29,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
24,"Bachelors","Never-married","Sales","Not-in-family","White","Female","United-States"
46,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
44,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
17,"10th","Never-married","Sales","Own-child","Black","Female","United-States"
35,"Assoc-voc","Divorced","Other-service","Unmarried","White","Female","United-States"
38,"HS-grad","Divorced","Craft-repair","Unmarried","White","Male","United-States"
36,"9th","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
24,"11th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
38,"Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
19,"11th","Never-married","Sales","Not-in-family","White","Female","Honduras"
30,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
36,"Assoc-voc","Married-civ-spouse","Transport-moving","Husband","Amer-Indian-Eskimo","Male","United-States"
27,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
27,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male","United-States"
66,"7th-8th","Married-civ-spouse",,"Husband","White","Male","United-States"
65,"Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male","United-States"
37,"Masters","Never-married","Exec-managerial","Not-in-family","Black","Female","United-States"
17,"11th","Never-married","Sales","Own-child","White","Male","United-States"
19,"Some-college","Never-married",,"Own-child","White","Male","United-States"
57,"5th-6th","Married-civ-spouse","Transport-moving","Husband","Black","Male","United-States"
54,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
21,"Some-college","Never-married","Other-service","Not-in-family","White","Female","United-States"
43,"HS-grad","Separated","Handlers-cleaners","Not-in-family","White","Male","United-States"
50,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
38,"11th","Married-civ-spouse","Handlers-cleaners","Husband","White","Male","United-States"
31,"HS-grad","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
41,"Prof-school","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
20,"Some-college","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
28,"Bachelors","Married-civ-spouse","Adm-clerical","Other-relative","White","Female","United-States"
62,"9th","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
41,"12th","Divorced","Machine-op-inspct","Not-in-family","Black","Female","United-States"
37,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
53,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
28,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
23,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female","United-States"
46,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
28,"HS-grad","Never-married","Sales","Not-in-family","White","Female","United-States"
50,"10th","Separated","Adm-clerical","Unmarried","White","Female","United-States"
19,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male","Mexico"
84,"7th-8th","Married-civ-spouse","Prof-specialty","Husband","Black","Male","United-States"
48,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
